world_timestamp,world_index,gaze_timestamp,x_norm,y_norm,x_scaled,y_scaled,on_surf,confidence
530100.530292,0,530100.416586,-7.819580078125,0.1525973677635193,-7.819580078125,0.1525973677635193,False,0.9935874938964844
530100.530292,0,530100.4206105,-7.819387912750244,0.14989733695983887,-7.819387912750244,0.14989733695983887,False,0.9869196116924286
530100.530292,0,530100.424555,-7.851871967315674,0.13913820683956146,-7.851871967315674,0.13913820683956146,False,0.9933321177959442
530100.530292,0,530100.4286740001,-7.862528324127197,0.13479265570640564,-7.862528324127197,0.13479265570640564,False,0.9933321177959442
530100.530292,0,530100.432728,-7.875004291534424,0.10651174932718277,-7.875004291534424,0.10651174932718277,False,1.0
530100.530292,0,530100.436698,-7.868190288543701,0.11862513422966003,-7.868190288543701,0.11862513422966003,False,1.0
530100.530292,0,530100.440663,-7.8643717765808105,0.10724503546953201,-7.8643717765808105,0.10724503546953201,False,1.0
530100.530292,0,530100.446042,-7.864101409912109,0.10498896986246109,-7.864101409912109,0.10498896986246109,False,0.9771990180015564
530100.530292,0,530100.452189,-7.853649139404297,0.10893115401268005,-7.853649139404297,0.10893115401268005,False,0.9771990180015564
530100.530292,0,530100.4571735,-7.854930877685547,0.09840121120214462,-7.854930877685547,0.09840121120214462,False,1.0
530100.530292,0,530100.4613669999,-7.811273574829102,0.14567777514457703,-7.811273574829102,0.14567777514457703,False,1.0
530100.530292,0,530100.4651505,-7.821984767913818,0.14963804185390472,-7.821984767913818,0.14963804185390472,False,0.9884649515151978
530100.530292,0,530100.467102,-7.825325012207031,0.14722940325737,-7.825325012207031,0.14722940325737,False,0.9884649515151978
530100.530292,0,530100.4707845,-7.834956645965576,0.1314474493265152,-7.834956645965576,0.1314474493265152,False,0.9884649515151978
530100.530292,0,530100.4745789999,-7.843862056732178,0.14495033025741577,-7.843862056732178,0.14495033025741577,False,0.9863399267196655
530100.530292,0,530100.4785775,-7.84360408782959,0.15342627465724945,-7.84360408782959,0.15342627465724945,False,0.9863399267196655
530100.530292,0,530100.4826275,-7.870214462280273,0.11742240935564041,-7.870214462280273,0.11742240935564041,False,1.0
530100.530292,0,530100.4867265,-7.873070240020752,0.1107027530670166,-7.873070240020752,0.1107027530670166,False,1.0
530100.530292,0,530100.49071,-7.826784133911133,0.15534639358520508,-7.826784133911133,0.15534639358520508,False,1.0
530100.530292,0,530100.494621,-7.831778526306152,0.1500328630208969,-7.831778526306152,0.1500328630208969,False,0.998153418302536
530100.530292,0,530100.499372,-7.804919719696045,0.140756756067276,-7.804919719696045,0.140756756067276,False,0.998153418302536
530100.530292,0,530100.503798,-7.811425685882568,0.1363047957420349,-7.811425685882568,0.1363047957420349,False,1.0
530100.530292,0,530100.507075,-7.802916049957275,0.1576199233531952,-7.802916049957275,0.1576199233531952,False,0.9938254952430725
530100.530292,0,530100.510626,-7.798587799072266,0.16414816677570343,-7.798587799072266,0.16414816677570343,False,0.9715190529823303
530100.530292,0,530100.5145665,-7.866689682006836,0.12669910490512848,-7.866689682006836,0.12669910490512848,False,0.9776935577392578
530100.530292,0,530100.5185934999,-7.877379417419434,0.11356038600206375,-7.877379417419434,0.11356038600206375,False,1.0
530100.530292,0,530100.522609,-7.810335636138916,0.1617106795310974,-7.810335636138916,0.1617106795310974,False,1.0
530100.530292,0,530100.5265945,-7.816446304321289,0.13105829060077667,-7.816446304321289,0.13105829060077667,False,1.0
530100.530292,0,530100.530595,-7.84243631362915,0.11613127589225769,-7.84243631362915,0.11613127589225769,False,0.9881107211112976
530100.530292,0,530100.5346025,-7.84213399887085,0.1343933343887329,-7.84213399887085,0.1343933343887329,False,0.9881107211112976
530100.530292,0,530100.5386504999,-7.832726955413818,0.13359244167804718,-7.832726955413818,0.13359244167804718,False,0.9863399267196655
530100.530292,0,530100.5426825,-7.833732604980469,0.12008729577064514,-7.833732604980469,0.12008729577064514,False,0.9863399267196655
530100.530292,0,530100.546673,-7.836419582366943,0.11196881532669067,-7.836419582366943,0.11196881532669067,False,0.9863399267196655
530100.530292,0,530100.5506465,-7.835389137268066,0.11564670503139496,-7.835389137268066,0.11564670503139496,False,0.9863399267196655
530100.530292,0,530100.554634,-7.82223653793335,0.13291379809379578,-7.82223653793335,0.13291379809379578,False,0.992237389087677
530100.530292,0,530100.5585934999,-7.817955017089844,0.14570988714694977,-7.817955017089844,0.14570988714694977,False,0.992237389087677
530100.5873230001,1,530100.5627295,-7.866784572601318,0.1474585235118866,-7.866784572601318,0.1474585235118866,False,1.0
530100.5873230001,1,530100.5687035001,-7.866464138031006,0.14654263854026794,-7.866464138031006,0.14654263854026794,False,1.0
530100.5873230001,1,530100.5725325,-7.922380447387695,0.13507722318172455,-7.922380447387695,0.13507722318172455,False,0.9863399267196655
530100.5873230001,1,530100.5765585001,-7.923600196838379,0.14420850574970245,-7.923600196838379,0.14420850574970245,False,1.0
530100.5873230001,1,530100.5806125,-7.917717933654785,0.16924934089183807,-7.917717933654785,0.16924934089183807,False,1.0
530100.5873230001,1,530100.5846134999,-7.841436386108398,0.1880735158920288,-7.841436386108398,0.1880735158920288,False,0.9857403635978699
530100.5873230001,1,530100.588558,-7.844017028808594,0.1669379323720932,-7.844017028808594,0.1669379323720932,False,0.9857403635978699
530100.5873230001,1,530100.592556,-7.837592601776123,0.18821091949939728,-7.837592601776123,0.18821091949939728,False,0.9857403635978699
530100.5873230001,1,530100.596516,-7.811669826507568,0.20222166180610657,-7.811669826507568,0.20222166180610657,False,1.0
